work_Id,nom projet,permalink,Date de création,*SPV,Puissance MWc (Prev),Longitude DD (Projet),Latitude DD (Projet),Adresse (Projet),Code Postal (Projet),Commune (Projet),Période (Dépôt CRE),📆 Date (T0),Date (Limite MES),Type (Tarif)-V2,FIT €/MWh (déf),📅 Signature PMBAIL,Commercial,📆 Date (Demande Racco),Région (Projet),Date (MES prev),Puissance (MWc Déf),📆 Date réception CR(D),Montant HT CR(D),Estimatif cout Racco (HT),Date (Début Chantier),Productible kWh/kWc (V1),Responsable Dev,Date paiement acompte ( CR(D) ),Date (envoi dossier notaire),Productible kWh/kWc (V4 Solargis),Type (AU),Lauréat AO,📆 Signature Bail,Date (Signature Procuration),Réception DAACT,Pipeline (HS),📆 GO RACCO,Accord,📆 GO URBA,📆 Prev Accord,Validité,Date dépôt AO,📅 GO TARIF,Date (Fin Chantier),Date MES,📅 GO CONSTRUCTION,Date accord (PCM1),📆 Dépôt,Hypothèque,CAPEX - V3 (K€),Productible kWh/kWc (V3 Solargis),Date accord (PCM2),📆 COMPLETUDE OK,Date accord (Transf PC),Productible kWh/kWc (V2 Solargis),CAPEX - V1 (K€),Marge K€ (V1),Marge (V1),CAPEX - V2 (K€),Marge K€ (V2),📅 Date R1 fixée,Marge (V2),Date accord (PCM3),Marge K€ (V3),📅  Date accord (Transf DP),Marge (V3),Responsable Dev ID
IEACTCKNI4MA7S2U,Astier,https://www.wrike.com/open.htm?id=403688276,2019-09-29T13:17:31Z,ECO-18,0.099,5.761070,44.396621,Lieu-dit Les Mourmourières,05700,LE BERSAC,SANS OBJET,2019-07-29,2021-08-29,Obligation d'achat S17,109.4,2019-03-14,KUAFV42T,2019-06-27,Provence-Alpes-Côte d'Azur (13),2021-08-30,0.0996,2019-12-23,22730.12,0,2021-03-15,1329,CONGARD Kévin,2020-03-24,2020-04-20,1198,DP,,2021-03-19,2021-02-11,2022-03-16,"[""Location Toiture""]",2019-03-29,2019-04-23,2019-03-14,2019-04-23,2022-04-23,,2019-05-27,2021-09-21,2022-01-14,2021-03-19,,,A déterminer,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7S2V,Bacconnier-D,https://www.wrike.com/open.htm?id=403688277,2019-09-29T13:17:32Z,ECO-18,0.099,4.7797,44.5292,Chemin des Bondonneaux,26200,MONTELIMAR,SANS OBJET,2020-05-20,2022-06-20,Obligation d'achat S17,105.1,2019-02-14,KUAGEAKU,2019-12-30,Auvergne-Rhône-Alpes (1),2021-06-17,0.1,2020-08-10,16080.6,70000,2021-03-15,1211,CONGARD Kévin,2020-09-16,2020-05-04,1214,DP,,2021-11-15,2021-09-01,2023-01-09,"[""Location Toiture""]",2022-07-06,2019-04-05,2019-02-14,2019-04-05,2023-04-05,,2019-11-30,2022-06-30,,2021-09-01,,,A déterminer,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7S2W,Blanc-Gras-2,https://www.wrike.com/open.htm?id=403688278,2019-09-29T13:17:32Z,ECO-18,0.099,6.179492,44.574050,Lieu-dit Les Fauries,05230,LA BATIE NEUVE,SANS OBJET,2018-06-29,2020-07-29,Obligation d'achat S17,112.4,2018-01-29,KUAGEAKU,2018-06-28,Provence-Alpes-Côte d'Azur (13),2019-12-30,0.0999,2018-09-20,14267.2,0,2020-03-02,1344,CONGARD Kévin,2018-12-10,2019-12-12,1323,DP,,2020-03-13,2020-02-24,2023-02-13,"[""Location Toiture""]",2020-12-21,2018-03-15,2018-01-29,2018-03-15,2021-03-15,,2018-05-28,2022-06-30,2020-12-21,2020-04-24,,,Non,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7S2X,Blanc-M-2,https://www.wrike.com/open.htm?id=403688279,2019-09-29T13:17:32Z,ECO-18,0.099,6.145444,44.670355,Lieu-dit Les Combettes,05500,SAINT JULIEN EN CHAMPSAUR,SANS OBJET,2018-09-29,2020-10-29,Obligation d'achat S17,112.5,2018-02-07,KUAFV42T,2018-09-29,Provence-Alpes-Côte d'Azur (13),2020-10-29,0.0999,2018-12-12,21090.19,0,2020-07-24,1512,CONGARD Kévin,2019-02-28,2020-01-10,1425,DP,,2020-08-30,2020-06-11,2022-02-07,"[""Location Toiture""]",2022-07-06,2018-03-30,2018-02-07,2018-03-30,2021-03-30,,2018-08-29,2021-08-27,2021-08-25,2020-08-18,,,Oui,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7S2Z,Bourguet-2,https://www.wrike.com/open.htm?id=403688281,2019-09-29T13:17:32Z,ENOE PV03,0.099,4.328175,43.982919,"Lieu-dit Faisse Longue, Place du Verger",30190,BOURDIC,SANS OBJET,2019-07-24,2021-08-24,Obligation d'achat S17,109.4,2018-11-09,KUAFV42T,2019-06-26,Occitanie (11),2021-08-24,0.0864,2021-07-20,2684.07,0,2021-05-27,1303,CONGARD Kévin,2020-01-21,2020-03-13,1275,DP,,2021-09-08,2021-06-21,2022-05-24,"[""Location Toiture""]",2019-06-26,2019-05-13,2018-11-09,2019-05-13,2022-05-13,,2019-05-26,2022-04-25,2022-07-07,2021-09-08,,,A déterminer,,1275,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7S24,Eymery-2,https://www.wrike.com/open.htm?id=403688284,2019-09-29T13:17:32Z,ECO-18,0.099,5.756876,44.565320,Lieu-dit La Valette,05140,LA FAURIE,SANS OBJET,2019-03-27,2021-04-27,Obligation d'achat S17,111.9,2018-06-20,KUAFV42T,2019-03-26,Provence-Alpes-Côte d'Azur (13),2021-04-27,0.1,2019-12-23,15807.42,0,2021-03-15,1341,CONGARD Kévin,2020-03-23,2020-01-28,1146,DP,,2020-07-24,2020-07-22,2022-08-29,"[""Location Toiture""]",2022-07-06,2018-07-31,2018-06-20,2018-07-31,2021-07-31,,2019-02-26,2022-06-14,2022-06-24,2020-08-26,,,A déterminer,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7S26,Favier-1,https://www.wrike.com/open.htm?id=403688286,2019-09-29T13:17:32Z,ECO-18,0.099,6.017369,44.421670,Route de Curbans,05110,LA SAULCE,SANS OBJET,2019-07-08,2021-08-08,Obligation d'achat S17,109.4,2019-05-06,KUAGEAKU,2019-07-04,Provence-Alpes-Côte d'Azur (13),2021-08-09,0.0996,2020-01-08,5562.64,0,2021-03-31,1282,GAUBERTI Anansa,2020-05-28,2020-04-20,1519,DP,,2022-02-22,2022-02-01,,"[""Location Toiture""]",2022-07-06,2019-06-14,2019-05-06,2019-06-14,2023-06-14,,2019-06-04,,,2022-02-01,,,A déterminer,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4MA7S3E,Gras-2,https://www.wrike.com/open.htm?id=403688292,2019-09-29T13:17:33Z,ENOE PV03,0.099,6.109795,44.595413,Lieu-dit Les Bellons,05000,GAP,SANS OBJET,2020-07-27,2022-01-27,Obligation d'achat S17,102.5,2018-12-13,KUAGEAKU,2020-06-26,Provence-Alpes-Côte d'Azur (13),2022-01-25,0.1,2021-06-26,34299.87,27000,2021-10-11,1305,CONGARD Kévin,2021-02-10,2020-10-05,1431,DP,,2021-10-11,2021-10-11,2022-04-28,"[""Location Toiture""]",2020-06-26,2019-05-15,2018-12-13,2019-05-15,2023-05-13,,2020-05-26,2022-04-12,2022-07-05,2021-10-11,,,A déterminer,,1431,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7S3F,Grillon-C,https://www.wrike.com/open.htm?id=403688293,2019-09-29T13:17:33Z,ECO-18,0.036,6.069116,43.726440,Lieu-dit Belle Vue,04500,SAINT LAURENT DU VERDON,SANS OBJET,2019-08-01,2021-09-01,Obligation d'achat S17,120.7,2018-03-15,KUAGEAKU,2019-07-03,Provence-Alpes-Côte d'Azur (13),2021-09-01,0.036,2020-02-04,1127.15,0,2021-04-01,1389,CONGARD Kévin,2020-04-30,2020-05-04,1388,DP,,2021-04-30,2021-04-05,,"[""Location Toiture""]",2022-07-06,2018-05-04,2018-03-15,2018-05-04,2022-05-04,,2019-06-03,,,2021-04-05,,,,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XBC,Jaume,https://www.wrike.com/open.htm?id=403692578,2019-09-29T13:36:10Z,ECO-18,0.099,5.04798,43.669264,Chemin du Regirau,13300,SALON DE PROVENCE,SANS OBJET,2018-09-29,2020-10-29,Obligation d'achat S17,112.5,2018-03-13,KUAFWDD6,2018-09-29,Provence-Alpes-Côte d'Azur (13),2020-10-29,0.0999,2019-01-09,24307.9,0,2020-04-27,1311,CONGARD Kévin,2019-03-25,2020-01-10,1449,PC,,2020-03-13,2020-03-06,2022-05-17,Bâtiment Neuf,2020-12-09,2017-06-21,2018-03-13,2017-06-21,2020-06-21,,2018-08-29,2020-10-09,2020-12-09,2020-04-24,2018-09-05,,Non,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XBE,Leautier-S,https://www.wrike.com/open.htm?id=403692580,2019-09-29T13:36:11Z,ECO-18,0.099,5.885294,44.331549,Quartier Les longs,05300,UPAIX,SANS OBJET,2018-09-26,2020-10-26,Obligation d'achat S17,112.5,2017-11-30,KUAFV42T,2018-06-28,Provence-Alpes-Côte d'Azur (13),2020-10-26,0.0999,2018-12-19,6963.42,0,2020-04-27,1414,CONGARD Kévin,2019-03-05,2020-01-07,1421,PC,,2020-05-13,2020-03-16,2020-09-25,"[""Bâtiment Neuf""]",2021-01-05,2018-06-13,2017-11-30,2018-06-13,2021-06-13,,2018-05-28,2020-10-19,2021-01-05,2020-04-24,,,Non,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XBF,Lesbros-J,https://www.wrike.com/open.htm?id=403692581,2019-09-29T13:36:11Z,ECO-18,0.099,6.188555,44.559970,Lieu-dit Saint Roman,05230,AVANCON,SANS OBJET,2019-03-27,2021-04-27,Obligation d'achat S17,111.9,2018-03-23,KUAGEAKU,2019-03-26,Provence-Alpes-Côte d'Azur (13),2021-04-27,0.0999,2019-09-23,6112.66,0,2020-04-12,1485,CONGARD Kévin,2019-12-20,2020-01-29,1447,PC,,2020-07-24,2020-06-29,2022-03-15,"[""Bâtiment Neuf""]",2022-07-06,2018-11-09,2018-03-23,2018-11-09,2021-11-09,,2019-02-26,2021-10-08,2022-10-05,2020-08-26,,,A déterminer,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XBG,Lingua,https://www.wrike.com/open.htm?id=403692582,2019-09-29T13:36:11Z,ECO-18,0.099,6.136890,43.465744,4311 Route de Brignoles,83570,CARCES,SANS OBJET,2019-07-24,2021-08-24,Obligation d'achat S17,109.4,2018-08-09,KUAFV42T,2019-06-27,Provence-Alpes-Côte d'Azur (13),2021-08-24,0.09999,2019-11-20,39401.4,0,2020-09-21,1406,CONGARD Kévin,2020-02-19,2020-03-13,1454,PC,,2020-07-15,2020-06-26,,"[""Bâtiment Neuf""]",2022-07-06,2019-06-21,2018-08-09,2019-06-21,2022-06-21,,2019-05-27,2021-02-05,,2020-08-26,,,A déterminer,,,2022-06-13,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XBH,Long-1,https://www.wrike.com/open.htm?id=403692583,2019-09-29T13:36:11Z,ECO-18,0.099,5.835839,44.303315,"Lieu-dit Les Fourches, route de Sisteron",05300,LARAGNE-MONTEGLIN,SANS OBJET,2018-09-29,2020-10-29,Obligation d'achat S17,112.5,2018-02-07,KUAFV42T,2018-09-29,Provence-Alpes-Côte d'Azur (13),2020-10-29,0.0999,2018-12-18,10289.5,0,2020-04-27,1306,CONGARD Kévin,2019-03-02,2020-01-10,1312,PC,,2020-05-19,2020-03-27,2022-03-18,"[""Bâtiment Neuf""]",2021-01-13,2018-07-22,2018-02-07,2018-07-22,2021-07-22,,2018-08-29,2021-03-15,2021-01-13,2020-04-24,,,Non,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XBI,Manent-1,https://www.wrike.com/open.htm?id=403692584,2019-09-29T13:36:11Z,ECO-18,0.099,6.121880,43.987004,Campagne VAUMENE,04270,ST JEANNET,SANS OBJET,2018-10-31,2020-11-30,Obligation d'achat S17,111.9,2018-02-15,KUAFV42T,2018-10-23,Provence-Alpes-Côte d'Azur (13),2020-12-01,0.0999,2019-02-04,16484.72,0,2020-05-04,1506,CONGARD Kévin,2019-04-20,2020-01-07,1423,PC,,2020-03-13,2020-02-10,2020-10-08,"[""Bâtiment Neuf""]",2021-03-01,2018-07-16,2018-02-15,2018-07-16,2021-07-16,,2018-09-23,2020-10-19,2021-03-01,2020-04-24,,,Non,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XBJ,Mendez,https://www.wrike.com/open.htm?id=403692585,2019-09-29T13:36:11Z,ECO-18,0.099,3.787367,43.574711,"Chemin de Tourtourel , Rucher de L'Estagnol",34570,SAUSSAN,SANS OBJET,2019-07-24,2021-08-24,Obligation d'achat S17,109.4,2018-11-09,KUAFV42T,2019-06-26,Occitanie (11),2021-02-01,0.0996,2020-01-17,12020.98,0,2020-09-28,1401,CONGARD Kévin,2020-03-02,2020-03-13,1365,PC,,2020-07-15,2020-06-30,2021-06-11,"[""Bâtiment Neuf""]",2022-07-06,2019-05-17,2018-11-09,2019-05-17,2022-05-17,,2019-05-26,2021-01-14,2022-12-02,2020-08-26,,,A déterminer,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XBK,Oddou-1,https://www.wrike.com/open.htm?id=403692586,2019-09-29T13:36:12Z,ECO-18,0.099,5.947673,44.684854,Lieu-dit Les Auches,05250,SAINT ETIENNE EN DEVOLUY,SANS OBJET,2019-09-02,2021-10-02,Obligation d'achat S17,109.4,2017-04-26,KUAMTNDK,2019-09-27,Provence-Alpes-Côte d'Azur (13),2021-10-02,0.09999,2019-12-04,12595.66,0,2021-01-01,1310,GAUBERTI Anansa,2020-03-05,2020-05-15,1025,PC,,2020-12-16,2020-11-18,,"[""Bâtiment Neuf""]",2022-07-06,2018-06-23,2017-04-26,2018-06-23,2021-06-23,,2019-08-27,,,2020-12-03,2021-04-12,,,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4MA7XBL,Pantagene-1,https://www.wrike.com/open.htm?id=403692587,2019-09-29T13:36:12Z,ECO-18,0.099,5.009091,43.999463,3339 Route d'Althen,84210,PERNES LES FONTAINES,SANS OBJET,2018-09-20,2020-10-20,Obligation d'achat S17,112.5,2018-01-10,KUAFWDD6,2018-06-28,Provence-Alpes-Côte d'Azur (13),2020-10-20,0.0999,2018-12-21,20951.82,0,2020-06-15,1348,CONGARD Kévin,2019-03-05,2020-02-17,1352,PC,,2020-10-12,2020-06-16,2022-05-13,"[""Bâtiment Neuf""]",2022-07-06,2018-04-25,2018-01-10,2018-04-25,2021-04-25,,2018-05-28,2020-09-11,2021-01-08,2020-06-18,,2018-02-09,Non,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XBN,Ribotta,https://www.wrike.com/open.htm?id=403692589,2019-09-29T13:36:12Z,ECO-18,0.099,5.891035,44.387263,Lieu-dit Dessous de Pigrager,05300,VENTAVON,SANS OBJET,2018-06-30,2020-07-30,Obligation d'achat S17,112.4,2017-11-09,KUAFV42T,2018-06-29,Provence-Alpes-Côte d'Azur (13),2019-12-30,0.1,2018-09-28,12880.8,0,2020-03-02,1460,GAUBERTI Anansa,2018-12-10,2019-10-14,1486,PC,,2020-01-14,2019-12-05,2022-11-07,"[""Bâtiment Neuf""]",2022-07-06,2018-03-09,2017-11-09,2018-03-09,2021-03-09,,2018-05-29,2020-06-30,2021-03-15,2020-04-24,,,Oui,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4MA7XBO,Rigaud,https://www.wrike.com/open.htm?id=403692590,2019-09-29T13:36:12Z,ECO-18,0.099,4.484455,44.570055,Lieu-dit La Phaline,07170,MIRABEL,SANS OBJET,2019-08-19,2021-09-19,Obligation d'achat S17,109.4,2018-02-20,KUAGPU2Q,2019-08-14,Auvergne-Rhône-Alpes (1),2021-03-15,0.0999,2019-11-07,7300.35,0,2020-12-07,1279,CONGARD Kévin,2020-02-06,2020-01-22,1334,PC,,2021-01-29,2020-12-31,2022-03-16,"[""Bâtiment Neuf""]",2022-07-06,2018-09-17,2018-02-20,2018-09-17,2021-09-17,,2019-07-14,2021-03-03,2021-07-08,2020-12-03,,2018-07-23,A déterminer,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XBP,Teissier-1,https://www.wrike.com/open.htm?id=403692591,2019-10-01T12:01:49Z,ECO-18,0.099,6.694861,44.404926,Lieu-dit le Bourget,04400,FAUCON DE BARCELONETTE,SANS OBJET,2019-03-26,2021-04-26,Obligation d'achat S17,111.9,2018-06-01,KUAGEAKU,2019-03-25,Provence-Alpes-Côte d'Azur (13),2021-04-26,0.0999,2019-08-06,10029.51,0,2020-09-28,1500,CONGARD Kévin,2019-10-30,2020-01-24,1369,PC,,2020-07-24,2020-06-29,2022-03-15,"[""Bâtiment Neuf""]",2022-07-06,2019-03-07,2018-06-01,2019-03-07,2022-03-07,,2019-02-25,2021-10-06,2022-04-04,2020-08-26,,2018-09-20,A déterminer,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XBR,Toselli,https://www.wrike.com/open.htm?id=403692593,2019-09-29T13:36:13Z,ECO-18,0.099,6.085419,43.497821,Lieu-dit les Couastes Belles,83570,CORRENS ,SANS OBJET,2019-09-19,2021-10-19,Obligation d'achat S17,109.4,2018-03-13,KUAFV42T,2019-09-16,Provence-Alpes-Côte d'Azur (13),2021-10-19,0.09999,2020-05-15,18080.82,0,2020-11-23,1388,CONGARD Kévin,2020-07-28,2020-03-13,1365,PC,,2020-07-15,2020-06-25,2021-09-09,"[""Bâtiment Neuf""]",2022-07-06,2018-10-30,2018-03-13,2018-10-30,2021-10-30,,2019-08-16,2022-06-29,2022-05-30,2020-08-26,,2018-06-05,A déterminer,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XBS,Trouillard,https://www.wrike.com/open.htm?id=403692594,2019-09-29T13:36:13Z,ECO-18,0.099,4.819910,43.578203,Lieu-dit Vergières,13310,SAINT-MARTIN-DE-CRAU,SANS OBJET,2019-07-03,2021-08-03,Obligation d'achat S17,109.4,2018-03-22,KUAGEAKU,2019-06-26,Provence-Alpes-Côte d'Azur (13),2021-04-01,0.0996,2020-03-26,33236.66,0,2021-03-15,1370,CONGARD Kévin,2020-06-19,2020-03-13,1378,PC,,2021-03-24,2021-03-02,2022-03-16,"[""Location Toiture""]",2022-07-06,2018-12-11,2018-03-22,2018-12-11,2021-12-11,,2019-05-26,2021-06-18,2022-02-03,2021-03-24,,2018-05-28,A déterminer,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XBT,Vallon-1,https://www.wrike.com/open.htm?id=403692595,2019-09-29T13:36:13Z,ECO-18,0.099,6.173428,44.554103,Lieu-dit Les Taburles,05230,AVANÇON,SANS OBJET,2019-07-24,2021-08-24,Obligation d'achat S17,109.4,2018-09-13,KUAGEAKU,2019-06-28,Provence-Alpes-Côte d'Azur (13),2021-08-24,0.0996,2020-03-05,31188.22,0,2021-02-08,1370,CONGARD Kévin,2020-05-28,2020-05-05,1450,PC,,2021-03-04,2021-01-28,2022-09-26,"[""Bâtiment Neuf""]",2022-07-06,2019-05-23,2018-09-13,2019-05-23,2022-05-23,,2019-05-28,2022-03-15,,2021-01-28,,,A déterminer,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XBU,Lapeyre-2,https://www.wrike.com/open.htm?id=403692596,2019-09-29T13:36:13Z,ECO-18,0.099,5.905481,44.706263,Lieu-dit Rioupes,05250,DEVOLUY,SANS OBJET,2019-03-27,2021-04-27,Obligation d'achat S17,111.9,2018-10-19,KUAFWDD6,2019-03-26,Provence-Alpes-Côte d'Azur (13),2021-04-27,0.0999,2019-10-04,46515.06,0,2020-11-16,1289,GAUBERTI Anansa,2019-12-20,2020-01-31,1139,DP,,2020-07-24,2020-07-09,2022-03-15,"[""Location Toiture""]",2022-07-06,2018-12-18,2018-10-19,2018-12-18,2021-12-18,,2019-02-26,2021-05-17,2022-03-23,2020-08-26,,,A déterminer,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4MA7XBV,Long-2,https://www.wrike.com/open.htm?id=403692597,2019-09-29T13:36:13Z,ECO-18,0.036,5.835837,44.303313,"Lieu-dit Les Fourches, route de Sisteron",05300,LARAGNE MONTEGLIN,SANS OBJET,2020-08-18,2022-02-18,Obligation d'achat S17,120.7,2018-02-07,KUAFV42T,2020-08-18,Provence-Alpes-Côte d'Azur (13),2021-07-14,0.036,2020-09-29,1127.53,0,2021-01-04,1356,CONGARD Kévin,2020-10-08,2020-01-10,1372,DP,,2020-05-19,2020-03-27,,"[""Location Toiture""]",2022-07-06,2018-04-20,2018-02-07,2018-04-20,2022-04-20,,2020-07-18,2022-11-18,,2020-12-03,,,Non,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XBW,Mairie-Uvernet-Fours,https://www.wrike.com/open.htm?id=403692598,2019-09-29T13:36:13Z,ECO-18,0.099,6.627188,44.374034,11 Lot le Bachelard,04400,UVERNET-FOURS,SANS OBJET,2019-09-19,2021-08-03,Obligation d'achat S17,109.4,2018-09-17,KUAFV42T,2019-06-27,Provence-Alpes-Côte d'Azur (13),2021-08-03,0.099,2019-12-13,3391.24,0,2021-03-22,1123,CONGARD Kévin,2020-03-10,2020-06-08,1405,PC,,2021-03-30,2021-02-19,,"[""Bâtiment Neuf"",""Location Toiture""]",2022-07-06,2020-05-14,2018-09-17,2020-05-14,2023-05-15,,2019-05-27,2022-03-23,2022-11-15,2021-03-30,,2020-03-17,A déterminer,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XBX,Mallet,https://www.wrike.com/open.htm?id=403692599,2019-09-29T13:36:13Z,ECO-18,0.099,4.75342,43.636332,62 St HYPPOLITE,13280,RAPHELES LES ARLES,SANS OBJET,2019-03-26,2021-04-26,Obligation d'achat S17,111.9,2018-05-25,KUAFWDD6,2019-03-25,Provence-Alpes-Côte d'Azur (13),2021-04-26,0.0999,2019-09-10,4309.94,0,2021-03-15,1375,CONGARD Kévin,2019-12-06,2021-03-26,1252,DP,,2021-09-16,2021-09-10,2022-12-01,"[""Location Toiture""]",2022-07-06,2019-02-25,2018-05-25,2019-02-25,2022-02-25,,2019-02-25,2022-06-29,2022-10-18,2021-09-16,,,Oui,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XBY,Manent-2,https://www.wrike.com/open.htm?id=403692600,2019-09-29T13:36:13Z,ECO-18,0.099,6.121167,43.987144,Campagne VAUMENE,04270,ST JEANNET,SANS OBJET,2018-10-31,2020-11-30,Obligation d'achat S17,111.9,2018-02-15,KUAFV42T,2018-10-23,Provence-Alpes-Côte d'Azur (13),2020-12-01,0.0999,2019-02-04,16484.72,0,2020-05-04,1338,CONGARD Kévin,2019-04-20,2020-01-07,1261,DP,,2020-03-13,2020-02-10,2020-10-08,"[""Location Toiture""]",2021-03-01,2018-04-09,2018-02-15,2018-04-09,2021-04-09,,2018-09-23,2020-10-19,2021-03-01,2020-04-24,,,Non,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XBZ,Motte-2,https://www.wrike.com/open.htm?id=403692601,2019-09-29T13:36:14Z,ECO-18,0.099,5.856376,43.877729,Lieu-dit La Tour de Franque,04180,VILLENEUVE,SANS OBJET,2019-03-22,2021-04-22,Obligation d'achat S17,111.9,2018-10-05,KUAFV42T,2019-03-22,Provence-Alpes-Côte d'Azur (13),2021-04-22,0.09999,2019-09-16,41562.58,0,2021-03-01,1402,GAUBERTI Anansa,2019-12-13,2020-01-22,1381,DP,,2021-05-27,2021-04-13,2022-03-18,"[""Location Toiture""]",2022-07-06,2018-12-22,2018-10-05,2018-12-22,2022-12-22,,2019-02-22,2022-03-04,2022-10-13,2021-05-27,,,Oui,,,,,,,,,,,,,,,,,,KUAI73UW
IEACTCKNI4MA7XB2,Pantagene-2,https://www.wrike.com/open.htm?id=403692602,2019-09-29T13:36:14Z,ECO-18,0.036,5.010148,43.999135,3339 Route d'Althen,84210,PERNES LES FONTAINES,SANS OBJET,2019-01-25,2021-02-25,Obligation d'achat S17,120.7,2018-01-10,KUAFWDD6,2018-12-18,Provence-Alpes-Côte d'Azur (13),2021-02-25,0.036,2019-04-19,5415.89,0,2020-11-23,1217,CONGARD Kévin,2020-03-10,2020-02-17,1207,DP,,2021-01-08,2021-01-07,,"[""Location Toiture""]",2022-07-06,2018-02-19,2018-01-10,2018-02-19,2022-02-19,,2018-11-18,,,2020-12-03,,,,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XB3,Teissier-2,https://www.wrike.com/open.htm?id=403692603,2019-09-29T13:36:14Z,ECO-18,0.099,6.695057,44.404380,Lieu-dit le Bourget,04400,FAUCON DE BARCELONETTE,SANS OBJET,2019-03-26,2021-04-26,Obligation d'achat S17,111.9,2018-06-01,KUAGEAKU,2019-03-25,Provence-Alpes-Côte d'Azur (13),2021-04-26,0.0999,2019-08-06,10029.51,0,2020-10-05,1368,CONGARD Kévin,2019-10-30,2020-01-24,1227,DP,,2020-07-24,2020-06-29,2022-03-18,"[""Location Toiture""]",2022-07-06,2018-07-23,2018-06-01,2018-07-23,2022-07-23,,2019-02-25,2021-10-06,2022-04-04,2020-08-26,,2018-06-19,A déterminer,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XB4,Vallon-3,https://www.wrike.com/open.htm?id=403692604,2019-09-29T13:36:14Z,ECO-18,0.036,6.173433,44.554321,Lieu-dit Les Taburles,05230,AVANÇON,SANS OBJET,2020-06-15,2021-07-19,Obligation d'achat S17,120.7,2018-09-13,KUAGEAKU,2021-06-15,Provence-Alpes-Côte d'Azur (13),2021-07-19,0.03465,2022-04-05,781.8083,0,2021-02-15,1378,CONGARD Kévin,2022-05-23,2020-05-05,1229,DP,,2021-03-04,2021-01-28,,"[""Location Toiture""]",2021-06-15,2018-12-06,2018-09-13,2018-12-06,2021-12-06,,2021-05-15,,,2021-01-28,,,A déterminer,,,,,,,,,,,,,,,,,,KUAJBVJC
IEACTCKNI4MA7XB5,Troja-1,https://www.wrike.com/open.htm?id=403692605,2019-09-29T13:36:14Z,ECO-18,0.099,5.923041,44.376192,Lieu-dit La condamine,05300,VENTAVON,SANS OBJET,2019-08-30,2021-09-30,Obligation d'achat S17,109.4,2018-04-11,KUAFV42T,2019-03-26,Provence-Alpes-Côte d'Azur (13),2021-09-30,0.1,2020-03-10,9025.38,0,2021-04-01,1232,CONGARD Kévin,2020-06-03,2020-05-28,1369,PC+DP,,2021-05-28,2021-05-17,2022-08-26,"[""Bâtiment Neuf""]",2022-07-06,2019-01-14,2018-04-11,2019-01-14,2022-01-14,,2019-02-26,2022-06-21,2022-07-06,2021-05-28,2020-08-14,2018-11-06,,,,,,,,,,,,,,,,,,,KUAJBVJC
